user_id,utc_date,model,api_key_name,api_key,type,price,amount
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-22,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,request_count,,1
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-22,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,input_cache_miss_tokens,0.000001,414
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-23,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,output_tokens,0.000006,28353
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-23,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,request_count,,78
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-23,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,input_cache_hit_tokens,0.000000025,59392
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-23,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,input_cache_miss_tokens,0.000003,48522
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-23,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,output_tokens,0.000002,27
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-23,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,request_count,,10
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-23,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,input_cache_miss_tokens,0.000001,2830
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-24,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,output_tokens,0.000006,55227
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-24,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,request_count,,75
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-24,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,input_cache_hit_tokens,0.000000025,22528
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-24,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,input_cache_miss_tokens,0.000003,77600
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-24,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,output_tokens,0.000002,39
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-24,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,request_count,,11
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-24,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,input_cache_miss_tokens,0.000001,4568
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-26,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,output_tokens,0.000006,97914
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-26,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,request_count,,87
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-26,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,input_cache_hit_tokens,0.000000025,968832
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-26,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,input_cache_miss_tokens,0.000003,692254
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-26,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,output_tokens,0.000006,80909
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-26,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,request_count,,187
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-26,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,input_cache_hit_tokens,0.000000025,10852224
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-26,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,input_cache_miss_tokens,0.000003,414537
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-26,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,output_tokens,0.000002,68
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-26,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,request_count,,16
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-26,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,input_cache_miss_tokens,0.000001,55609
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-26,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,output_tokens,0.000002,8808
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-26,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,request_count,,18
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-26,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,input_cache_hit_tokens,0.00000002,137600
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-26,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,input_cache_miss_tokens,0.000001,20301
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-27,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,output_tokens,0.000006,12576
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-27,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,request_count,,13
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-27,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,input_cache_hit_tokens,0.000000025,3584
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-27,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,input_cache_miss_tokens,0.000003,9163
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-27,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,output_tokens,0.000006,106919
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-27,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,request_count,,44
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-27,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,input_cache_hit_tokens,0.000000025,4079616
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-27,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,input_cache_miss_tokens,0.000003,89908
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-27,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,output_tokens,0.000002,26
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-27,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,request_count,,6
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-27,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,input_cache_miss_tokens,0.000001,6187
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-27,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,output_tokens,0.000002,182949
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-27,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,request_count,,24
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-27,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,input_cache_hit_tokens,0.00000002,350464
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-27,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,input_cache_miss_tokens,0.000001,84266
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-28,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,output_tokens,0.000006,117829
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-28,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,request_count,,90
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-28,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,input_cache_hit_tokens,0.000000025,683264
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-28,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,input_cache_miss_tokens,0.000003,496693
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-28,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,output_tokens,0.000006,1033
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-28,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,request_count,,4
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-28,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,input_cache_hit_tokens,0.000000025,75520
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-28,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,input_cache_miss_tokens,0.000003,26700
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-28,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,output_tokens,0.000002,6432
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-28,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,request_count,,88
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-28,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,input_cache_hit_tokens,0.00000002,3456
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-28,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,input_cache_miss_tokens,0.000001,47625
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-28,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,output_tokens,0.000002,4328
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-28,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,request_count,,6
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-28,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,input_cache_hit_tokens,0.00000002,44032
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-28,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,input_cache_miss_tokens,0.000001,17462
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-29,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,output_tokens,0.000006,48325
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-29,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,request_count,,54
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-29,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,input_cache_hit_tokens,0.000000025,292736
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-29,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,input_cache_miss_tokens,0.000003,427208
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-29,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,output_tokens,0.000006,21054
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-29,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,request_count,,12
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-29,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,input_cache_hit_tokens,0.000000025,307456
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-29,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,input_cache_miss_tokens,0.000003,51685
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-29,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,output_tokens,0.000002,8254
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-29,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,request_count,,93
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-29,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,input_cache_hit_tokens,0.00000002,2176
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-29,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,input_cache_miss_tokens,0.000001,34582
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-29,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,output_tokens,0.000002,11106
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-29,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,request_count,,11
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-29,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,input_cache_hit_tokens,0.00000002,256
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-29,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,input_cache_miss_tokens,0.000001,21104
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-30,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,output_tokens,0.000006,15833
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-30,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,request_count,,11
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-30,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,input_cache_hit_tokens,0.000000025,160896
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-30,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,input_cache_miss_tokens,0.000003,105017
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-30,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,output_tokens,0.000006,81765
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-30,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,request_count,,165
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-30,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,input_cache_hit_tokens,0.000000025,11580928
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-30,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,input_cache_miss_tokens,0.000003,201027
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-30,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,output_tokens,0.000002,1113
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-30,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,request_count,,9
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-30,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,input_cache_miss_tokens,0.000001,10674
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-30,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,output_tokens,0.000002,6757
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-30,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,request_count,,10
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-30,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,input_cache_miss_tokens,0.000001,11764
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-31,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,output_tokens,0.000006,58630
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-31,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,request_count,,46
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-31,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,input_cache_hit_tokens,0.000000025,255616
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-31,deepseek-v4-pro,PC-cherry studio,sk-61069***********************f0a5,input_cache_miss_tokens,0.000003,309914
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-31,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,output_tokens,0.000006,164749
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-31,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,request_count,,205
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-31,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,input_cache_hit_tokens,0.000000025,17886592
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-31,deepseek-v4-pro,PC-wsl,sk-13bef***********************928d,input_cache_miss_tokens,0.000003,408823
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-31,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,output_tokens,0.000002,3481
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-31,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,request_count,,35
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-31,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,input_cache_hit_tokens,0.00000002,1024
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-31,deepseek-v4-flash,PC-cherry studio,sk-61069***********************f0a5,input_cache_miss_tokens,0.000001,23961
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-31,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,output_tokens,0.000002,68273
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-31,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,request_count,,36
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-31,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,input_cache_hit_tokens,0.00000002,566528
63431cad-7ca9-48c9-91d0-38569e772819,2026-05-31,deepseek-v4-flash,PC-wsl,sk-13bef***********************928d,input_cache_miss_tokens,0.000001,53495
